manufacturer,model,engine_size,fuel_type,year_of_manufacture,mileage,price,car_age,damages
Toyota,RAV4,2.2,Hybrid,1996,175758,4145.800000000000000000,28,SCRATCH
VW,Golf,1.6,Petrol,2015,80728,15096.45000000000000,9,SCRATCH
VW,Passat,1.6,Diesel,2003,78657,9004.100000000000000000,21,SCRATCH
VW,Passat,1.4,Diesel,1996,146496,3168.250000000000000000,28,SCRATCH
Ford,Mondeo,2.0,Petrol,2002,241288,2229.650000000000000000,22,SCRATCH
Toyota,Yaris,1.2,Petrol,2003,127585,3951.050000000000000000,21,SCRATCH
Ford,Focus,2.0,Diesel,2019,24008,41385.000000000000,5,PERFECT
Ford,Mondeo,1.6,Diesel,2019,19608,37584.000000000000,5,PERFECT
Porsche,Cayenne,3.5,Diesel,2020,13532,97932.000000000000,4,PERFECT
Toyota,Prius,1.8,Hybrid,2022,7839,62082.000000000000,2,PERFECT
Toyota,Prius,1.0,Hybrid,2019,41078,31443.000000000000,5,PERFECT
Ford,Fiesta,1.2,Hybrid,2022,7734,33693.000000000000,2,PERFECT
Toyota,Yaris,1.0,Petrol,2021,12055,27142.000000000000,3,PERFECT
BMW,X3,2.4,Diesel,2022,10373,69098.000000000000,2,PERFECT
VW,Polo,1.0,Petrol,2020,22940,21213,4,PERFECT
Ford,Mondeo,1.4,Diesel,2022,5005,46400.000000000000,2,PERFECT
Ford,Focus,1.4,Petrol,2019,22942,33173.000000000000,5,PERFECT
Ford,Fiesta,1.0,Petrol,2020,19400,21077.000000000000,4,PERFECT
Ford,Mondeo,1.4,Diesel,2012,79905,13644.0000000000000,12,DENT
BMW,X3,2.4,Petrol,2019,12444,47962.8000000000000,5,DENT
BMW,Z4,2.4,Petrol,2008,56202,16987.5000000000000,16,DENT
VW,Passat,1.4,Diesel,2018,40027,27814.5000000000000,6,DENT
Ford,Focus,1.6,Hybrid,1994,207614,1819.80000000000000000,30,DENT
Toyota,Yaris,1.2,Hybrid,2017,54859,19166.4000000000000,7,DENT
VW,Golf,2.0,Hybrid,2004,166211,4764.60000000000000000,20,DENT
BMW,Z4,2.4,Petrol,1998,184507,3276.90000000000000000,26,DENT
Ford,Fiesta,1.0,Petrol,1994,81787,2272.50000000000000000,30,DENT
Ford,Fiesta,1.2,Petrol,2013,65161,9884.7000000000000,11,DENT
VW,Golf,1.8,Petrol,2010,58167,12633.3000000000000,14,DENT
Ford,Fiesta,1.2,Petrol,2017,40531,15068.7000000000000,7,DENT
Toyota,Yaris,1.4,Petrol,2003,142566,3589.20000000000000000,21,DENT
Porsche,911,2.6,Petrol,2001,165822,10422.0000000000000,23,DENT
Ford,Focus,1.0,Petrol,1999,217676,1529.10000000000000000,25,DENT
Toyota,Prius,1.8,Hybrid,1991,234212,1290.60000000000000000,33,DENT
VW,Polo,2.0,Petrol,2020,14742,31375.000000000000,4,PERFECT
Toyota,Prius,1.8,Hybrid,2020,20147,50870.000000000000,4,PERFECT
Porsche,Cayenne,3.0,Diesel,2019,11768,85619.000000000000,5,PERFECT
Ford,Mondeo,1.8,Petrol,2019,31813,35440.000000000000,5,PERFECT
Toyota,Yaris,1.0,Hybrid,2022,8324,35505.000000000000,2,PERFECT
Ford,Fiesta,1.2,Petrol,2020,7292,24629.000000000000,4,PERFECT
Ford,Mondeo,1.6,Diesel,2021,14587,44130.000000000000,3,PERFECT
VW,Passat,2.0,Diesel,2019,22351,43727.000000000000,5,PERFECT
Porsche,718 Cayman,2.0,Petrol,2020,17563,58267.000000000000,4,PERFECT
Porsche,911,3.0,Petrol,2019,20552,115847.000000000000,5,PERFECT
Porsche,718 Cayman,4.0,Petrol,2020,9523,86016.000000000000,4,PERFECT
Ford,Mondeo,2.0,Diesel,2019,27188,40279.000000000000,5,PERFECT
Toyota,Prius,1.0,Hybrid,2019,24614,34601.000000000000,5,PERFECT
Ford,Fiesta,1.0,Petrol,2019,22515,19381.000000000000,5,PERFECT
Toyota,Prius,1.4,Hybrid,2020,14270,46318.000000000000,4,PERFECT
Ford,Focus,2.0,Petrol,2019,24979,39200.000000000000,5,PERFECT
Toyota,Yaris,1.4,Hybrid,2020,13232,35827.000000000000,4,PERFECT
VW,Golf,2.0,Petrol,2020,30799,34050.000000000000,4,PERFECT
Toyota,Prius,1.0,Hybrid,2020,17211,38530.000000000000,4,PERFECT
Ford,Mondeo,1.4,Diesel,2021,15757,41021.000000000000,3,PERFECT
VW,Golf,1.4,Diesel,2020,22323,31383.000000000000,4,PERFECT
Ford,Focus,1.8,Diesel,2019,35262,36807.000000000000,5,PERFECT
Ford,Mondeo,1.6,Diesel,2021,4868,46438.000000000000,3,PERFECT
Ford,Fiesta,1.2,Petrol,2021,8714,26133.000000000000,3,PERFECT
VW,Golf,1.2,Petrol,2021,14140,30929.000000000000,3,PERFECT
Toyota,RAV4,1.8,Hybrid,2021,5161,69213.000000000000,3,PERFECT
Toyota,RAV4,1.8,Hybrid,2022,5924,73695.000000000000,2,PERFECT
VW,Golf,1.4,Diesel,2019,21814,29442.000000000000,5,PERFECT
Toyota,Yaris,1.0,Petrol,2011,60311,9962.65000000000000,13,SCRATCH
VW,Polo,1.2,Petrol,2008,103123,5886.200000000000000000,16,SCRATCH
BMW,Z4,3.0,Petrol,2006,81336,14843.75000000000000,18,SCRATCH
Toyota,Yaris,1.2,Petrol,1997,205741,1374.650000000000000000,27,SCRATCH
Ford,Fiesta,1.4,Petrol,1991,145801,1431.650000000000000000,33,SCRATCH
VW,Passat,1.8,Diesel,2006,95624,10349.30000000000000,18,SCRATCH
BMW,Z4,2.2,Petrol,2007,133258,9233.050000000000000000,17,SCRATCH
Ford,Focus,1.4,Petrol,2011,110423,10392.05000000000000,13,SCRATCH
Ford,Focus,1.0,Petrol,2007,59342,9614.95000000000000,17,SCRATCH
Ford,Mondeo,1.6,Diesel,2010,48789,16522.40000000000000,14,SCRATCH
BMW,X3,3.0,Diesel,1987,185456,2031.100000000000000000,37,SCRATCH
VW,Polo,2.0,Petrol,2014,30481,18304.60000000000000,10,SCRATCH
Toyota,Prius,1.4,Hybrid,1984,319446,338.200000000000000000,40,SCRATCH
Porsche,911,3.0,Petrol,1996,143278,10195.40000000000000,28,SCRATCH
Porsche,911,3.5,Petrol,2005,110347,25944.50000000000000,19,SCRATCH
VW,Golf,2.0,Petrol,2009,122592,8322.000000000000000000,15,SCRATCH
Toyota,RAV4,2.0,Hybrid,2017,58239,39057.35000000000000,7,SCRATCH
BMW,Z4,2.0,Petrol,1995,235138,1647.300000000000000000,29,SCRATCH
Ford,Mondeo,1.4,Diesel,2009,109403,9534.20000000000000,15,SCRATCH
Ford,Fiesta,1.2,Petrol,2016,56083,13515.65000000000000,8,SCRATCH
VW,Golf,2.0,Petrol,1990,126347,2277.15,34,SCRATCH
Porsche,911,3.5,Petrol,1993,202146,5473.900000000000000000,31,SCRATCH
Ford,Focus,1.6,Petrol,2006,100628,8559.500000000000000000,18,SCRATCH
VW,Golf,1.6,Petrol,2018,30282,25396.35000000000000,6,SCRATCH
VW,Passat,1.8,Diesel,2004,71425,10722.65000000000000,20,SCRATCH
BMW,M5,5.0,Petrol,1998,190572,8542.400000000000000000,26,SCRATCH
VW,Passat,1.6,Diesel,1995,202740,1963.650000000000000000,29,SCRATCH
Toyota,Yaris,1.2,Hybrid,2014,19626,19330.2000000000000,10,DENT
VW,Polo,1.0,Petrol,2008,123093,4377.60000000000000000,16,DENT
BMW,X3,3.0,Diesel,2015,27962,39595.5000000000000,9,DENT
VW,Golf,1.2,Diesel,1992,127081,1993.50000000000000000,32,DENT
VW,Passat,2.0,Petrol,1996,120082,4210.20000000000000000,28,DENT
Toyota,RAV4,2.2,Hybrid,1995,141916,4865.40000000000000000,29,DENT
Ford,Focus,1.6,Petrol,1996,131625,3287.70000000000000000,28,DENT
VW,Polo,2.0,Petrol,1993,307772,443.70000000000000000,31,DENT
Ford,Fiesta,1.2,Petrol,2004,112874,3869.10000000000000000,20,DENT
Ford,Focus,1.6,Petrol,2021,17169,41829.000000000000,3,PERFECT
Ford,Mondeo,2.0,Hybrid,2021,13551,56701.000000000000,3,PERFECT
Toyota,Yaris,1.4,Hybrid,2021,7255,39519.000000000000,3,PERFECT
Toyota,Yaris,1.4,Hybrid,2021,9641,39031.000000000000,3,PERFECT
Toyota,RAV4,2.0,Petrol,2021,16392,57304.000000000000,3,PERFECT
Toyota,RAV4,2.4,Hybrid,2019,34915,59388.000000000000,5,PERFECT
Toyota,Yaris,1.4,Petrol,2022,6422,35355.000000000000,2,PERFECT
VW,Passat,1.4,Diesel,2019,24378,36173.000000000000,5,PERFECT
Ford,Fiesta,1.4,Petrol,2021,12763,27631.000000000000,3,PERFECT
Toyota,RAV4,1.8,Petrol,2022,5154,61656.000000000000,2,PERFECT
Toyota,RAV4,2.4,Hybrid,2019,20350,64516.000000000000,5,PERFECT
VW,Golf,1.4,Diesel,2022,6437,39045.000000000000,2,PERFECT
Ford,Focus,1.4,Petrol,2021,9575,40745.000000000000,3,PERFECT
Toyota,Yaris,1.2,Petrol,2019,29951,23572.000000000000,5,PERFECT
Ford,Focus,1.4,Diesel,2022,4029,47062.000000000000,2,PERFECT
VW,Polo,1.4,Petrol,2019,13902,24668.000000000000,5,PERFECT
Ford,Fiesta,1.4,Petrol,2019,15834,23787.000000000000,5,PERFECT
VW,Golf,1.2,Petrol,2020,19429,28117.000000000000,4,PERFECT
BMW,M5,5.0,Petrol,2011,76754,47148.3000000000000,13,DENT
Ford,Mondeo,1.8,Diesel,2022,3739,52955.000000000000,2,PERFECT
VW,Golf,1.8,Petrol,2019,27128,30861.000000000000,5,PERFECT
VW,Polo,1.6,Petrol,2020,36754,24787.000000000000,4,PERFECT
Toyota,Prius,1.0,Hybrid,2020,8849,40284.000000000000,4,PERFECT
Porsche,911,2.2,Petrol,2019,27838,95238.000000000000,5,PERFECT
Ford,Focus,1.4,Diesel,2022,6674,46427.000000000000,2,PERFECT
VW,Golf,1.6,Petrol,2020,15125,33234.000000000000,4,PERFECT
Toyota,Prius,1.0,Hybrid,2019,33909,32808.000000000000,5,PERFECT
Porsche,718 Cayman,2.0,Petrol,2019,31715,50347,5,PERFECT
BMW,X3,2.4,Diesel,2022,8181,69895.000000000000,2,PERFECT
Ford,Focus,1.0,Hybrid,2022,6549,44873.000000000000,2,PERFECT
Toyota,RAV4,2.0,Hybrid,2020,15979,64474.000000000000,4,PERFECT
Porsche,718 Cayman,4.0,Petrol,2019,30361,71760.000000000000,5,PERFECT
BMW,M5,4.0,Petrol,2021,5942,139668.000000000000,3,PERFECT
Ford,Mondeo,1.6,Diesel,2020,11065,42065.000000000000,4,PERFECT
VW,Golf,2.0,Diesel,2021,5284,43918.000000000000,3,PERFECT
Porsche,Cayenne,3.5,Petrol,2020,16494,91796.000000000000,4,PERFECT
BMW,M5,4.0,Petrol,2021,8194,138050.000000000000,3,PERFECT
VW,Polo,2.0,Petrol,2019,20938,28378.000000000000,5,PERFECT
VW,Polo,1.4,Petrol,2020,13415,26437.000000000000,4,PERFECT
Ford,Mondeo,2.0,Petrol,2019,26146,38588.000000000000,5,PERFECT
Toyota,RAV4,2.4,Hybrid,2022,3251,86267.000000000000,2,PERFECT
Ford,Mondeo,1.8,Diesel,2020,11128,44602.000000000000,4,PERFECT
Ford,Fiesta,1.4,Petrol,2021,10176,28012.000000000000,3,PERFECT
Toyota,RAV4,1.8,Petrol,2020,6896,53478.000000000000,4,PERFECT
Ford,Fiesta,1.4,Petrol,2019,25920,22499.000000000000,5,PERFECT
Porsche,718 Cayman,4.0,Petrol,2020,15504,83326.000000000000,4,PERFECT
Ford,Fiesta,1.0,Petrol,2019,18747,19788.000000000000,5,PERFECT
Ford,Mondeo,1.6,Diesel,2022,5169,49562.000000000000,2,PERFECT
Toyota,Prius,1.0,Hybrid,2020,28928,36094.000000000000,4,PERFECT
BMW,Z4,2.4,Petrol,2020,6127,56076.000000000000,4,PERFECT
BMW,M5,4.4,Petrol,2021,14070,140366.000000000000,3,PERFECT
VW,Polo,1.2,Petrol,2019,30416,20837.000000000000,5,PERFECT
Toyota,Yaris,1.2,Hybrid,2019,13010,31067.000000000000,5,PERFECT
Ford,Fiesta,1.2,Petrol,2020,15705,23557.000000000000,4,PERFECT
Toyota,Prius,1.0,Hybrid,2019,27397,34062.000000000000,5,PERFECT
Toyota,Prius,1.4,Hybrid,2019,20723,41837.000000000000,5,PERFECT
BMW,M5,5.0,Petrol,2021,12901,150567.000000000000,3,PERFECT
VW,Polo,1.6,Petrol,2020,17456,27654.000000000000,4,PERFECT
Toyota,Yaris,1.0,Petrol,2021,14337,26813.000000000000,3,PERFECT
VW,Golf,1.8,Petrol,1994,192087,1634.950000000000000000,30,SCRATCH
VW,Passat,1.4,Petrol,2007,89859,9684.30000000000000,17,SCRATCH
Ford,Mondeo,2.0,Diesel,1988,186368,1503.850000000000000000,36,SCRATCH
Toyota,Yaris,1.0,Petrol,2008,113710,5601.200000000000000000,16,SCRATCH
VW,Passat,1.4,Diesel,2011,57017,16572.75000000000000,13,SCRATCH
VW,Golf,2.0,Petrol,1991,111586,2725.550000000000000000,33,SCRATCH
Ford,Fiesta,1.2,Petrol,2001,104081,3571.050000000000000000,23,SCRATCH
Ford,Focus,1.4,Petrol,2001,120282,4949.500000000000000000,23,SCRATCH
Porsche,718 Cayman,2.4,Petrol,2017,47014,41851.30000000000000,7,SCRATCH
Ford,Fiesta,1.2,Petrol,2006,101268,5088.200000000000000000,18,SCRATCH
BMW,X3,2.0,Diesel,1999,119256,6349.800000000000000000,25,SCRATCH
VW,Polo,1.0,Petrol,2013,67282,9639.65000000000000,11,SCRATCH
Toyota,Yaris,1.0,Petrol,2007,65660,7368.200000000000000000,17,SCRATCH
BMW,M5,4.4,Petrol,2017,25352,95999.40000000000000,7,SCRATCH
Ford,Mondeo,1.6,Petrol,2008,129629,7775.750000000000000000,16,SCRATCH
BMW,Z4,3.0,Petrol,1990,232575,1480.100000000000000000,34,SCRATCH
Ford,Fiesta,1.2,Petrol,2000,110103,3193.900000000000000000,24,SCRATCH
VW,Polo,1.4,Petrol,2003,137170,3506.450000000000000000,21,SCRATCH
Toyota,Yaris,1.2,Hybrid,1991,254620,708.700000000000000000,33,SCRATCH
Toyota,RAV4,2.2,Hybrid,2005,99437,13869.05000000000000,19,SCRATCH
BMW,M5,4.0,Petrol,1997,131948,11645.10000000000000,27,SCRATCH
VW,Golf,1.4,Diesel,1998,117687,3646.100000000000000000,26,SCRATCH
Toyota,RAV4,1.8,Hybrid,2011,96750,19084.55000000000000,13,SCRATCH
Porsche,911,2.6,Petrol,2004,158481,14286.10000000000000,20,SCRATCH
Porsche,Cayenne,3.5,Petrol,2015,54929,49844.60000000000000,9,SCRATCH
Toyota,Prius,1.8,Hybrid,2011,75460,17865.0000000000000,13,DENT
VW,Golf,1.8,Petrol,2017,35478,23163.3000000000000,7,DENT
Ford,Mondeo,1.8,Diesel,2007,121647,8166.60000000000000000,17,DENT
Porsche,718 Cayman,2.0,Petrol,2007,136747,9810.0000000000000,17,DENT
Ford,Mondeo,2.0,Hybrid,2014,55196,25083.9000000000000,10,DENT
Toyota,RAV4,1.8,Hybrid,2013,80517,23175.9000000000000,11,DENT
VW,Golf,1.8,Petrol,1993,147656,2108.70000000000000000,31,DENT
Toyota,Yaris,1.0,Petrol,2004,70117,5548.50000000000000000,20,DENT
Ford,Focus,2.0,Diesel,1990,219904,1221.30000000000000000,34,DENT
VW,Passat,1.8,Diesel,2019,17615,42577.000000000000,5,PERFECT
Toyota,Yaris,1.0,Petrol,2022,4252,30215.000000000000,2,PERFECT
Ford,Fiesta,1.2,Petrol,2019,28524,20524.000000000000,5,PERFECT
Porsche,718 Cayman,2.4,Petrol,2021,18063,68043.000000000000,3,PERFECT
VW,Passat,1.8,Diesel,2019,37644,37994.000000000000,5,PERFECT
Ford,Focus,1.4,Petrol,2019,13730,34884.000000000000,5,PERFECT
Ford,Focus,1.8,Petrol,2020,18782,41142.000000000000,4,PERFECT
Toyota,Prius,1.8,Hybrid,2020,13481,52741.000000000000,4,PERFECT
VW,Golf,1.4,Diesel,2019,27562,28507.000000000000,5,PERFECT
VW,Passat,2.0,Diesel,2019,32492,41279.000000000000,5,PERFECT
BMW,Z4,2.2,Petrol,2022,1027,62960.000000000000,2,PERFECT
Toyota,Yaris,1.4,Petrol,2021,21148,30572.000000000000,3,PERFECT
Ford,Mondeo,1.4,Diesel,2021,8536,42623.000000000000,3,PERFECT
Ford,Fiesta,1.4,Petrol,2021,15645,27208.000000000000,3,PERFECT
BMW,M5,5.0,Petrol,2020,14833,139409.000000000000,4,PERFECT
Porsche,911,2.2,Petrol,2019,31754,93121.000000000000,5,PERFECT
Ford,Mondeo,1.6,Petrol,2020,20452,38084.000000000000,4,PERFECT
Toyota,RAV4,2.0,Petrol,2021,16792,57180.000000000000,3,PERFECT
VW,Polo,1.0,Petrol,2021,12754,23968.000000000000,3,PERFECT
Ford,Mondeo,1.4,Diesel,2021,4274,43570.000000000000,3,PERFECT
Ford,Focus,1.6,Petrol,2019,4527,39130.000000000000,5,PERFECT
VW,Golf,2.0,Hybrid,2020,23690,42543.000000000000,4,PERFECT
BMW,X3,3.0,Diesel,2020,21579,63642.000000000000,4,PERFECT
Ford,Mondeo,1.8,Diesel,2019,23855,38936.000000000000,5,PERFECT
VW,Golf,2.0,Petrol,2020,14233,37336.000000000000,4,PERFECT
Ford,Fiesta,1.0,Petrol,2022,6316,25820,2,PERFECT
Ford,Fiesta,1.4,Petrol,2019,31606,21780.000000000000,5,PERFECT
Toyota,Yaris,1.4,Hybrid,2020,15180,35455.000000000000,4,PERFECT
VW,Polo,1.0,Diesel,2019,28470,20197.000000000000,5,PERFECT
Ford,Mondeo,1.8,Hybrid,2020,11858,50778.000000000000,4,PERFECT
Ford,Focus,1.0,Petrol,2019,24456,27800.000000000000,5,PERFECT
Ford,Mondeo,1.6,Diesel,2020,12500,41747.000000000000,4,PERFECT
Toyota,Yaris,1.0,Hybrid,2020,14215,30121.000000000000,4,PERFECT
Toyota,Yaris,1.0,Hybrid,2019,15449,27992.000000000000,5,PERFECT
Ford,Fiesta,1.0,Petrol,2019,23448,19281.000000000000,5,PERFECT
VW,Golf,1.8,Petrol,2021,16242,37454.000000000000,3,PERFECT
VW,Golf,1.2,Petrol,2019,18432,26447.000000000000,5,PERFECT
Toyota,Prius,1.8,Hybrid,2021,16637,55429.000000000000,3,PERFECT
Ford,Mondeo,1.8,Hybrid,2019,27963,43479.000000000000,5,PERFECT
Ford,Mondeo,2.0,Diesel,2019,30158,39601.000000000000,5,PERFECT
Toyota,RAV4,2.0,Petrol,2019,23776,48155.000000000000,5,PERFECT
Toyota,Yaris,1.4,Petrol,2020,16461,29343,4,PERFECT
VW,Polo,1.0,Petrol,2021,7170,24681.000000000000,3,PERFECT
VW,Passat,1.4,Diesel,2021,18398,42722.000000000000,3,PERFECT
Porsche,718 Cayman,2.4,Petrol,2019,25648,57097.000000000000,5,PERFECT
Toyota,RAV4,2.2,Hybrid,2020,24724,64441.000000000000,4,PERFECT
Toyota,Yaris,1.0,Hybrid,2004,124964,4722.450000000000000000,20,SCRATCH
VW,Passat,1.6,Diesel,2005,24637,14424.80000000000000,19,SCRATCH
VW,Passat,1.6,Diesel,1995,136356,3438.050000000000000000,29,SCRATCH
VW,Polo,1.4,Petrol,1995,233428,897.750000000000000000,29,SCRATCH
Ford,Fiesta,1.2,Petrol,2016,57344,13407.35000000000000,8,SCRATCH
VW,Golf,1.8,Petrol,2009,42108,13787.35000000000000,15,SCRATCH
Ford,Focus,2.0,Petrol,2006,148469,6603.450000000000000000,18,SCRATCH
Ford,Mondeo,1.6,Diesel,1997,211247,1969.350000000000000000,27,SCRATCH
Toyota,Prius,1.8,Hybrid,1997,147331,4322.500000000000000000,27,SCRATCH
VW,Golf,1.4,Hybrid,1997,111578,4083.100000000000000000,27,SCRATCH
VW,Passat,1.4,Diesel,1996,155489,2943.100000000000000000,28,SCRATCH
VW,Polo,2.0,Petrol,2001,205478,2058.650000000000000000,23,SCRATCH
Ford,Mondeo,1.8,Diesel,2018,35380,32391.20000000000000,6,SCRATCH
VW,Polo,1.6,Diesel,2001,133863,3536.850000000000000000,23,SCRATCH
Ford,Focus,2.0,Petrol,2016,63834,24066.35000000000000,8,SCRATCH
VW,Passat,1.6,Diesel,2012,55111,19170.05000000000000,12,SCRATCH
Porsche,Cayenne,3.5,Petrol,1993,224583,3005.800000000000000000,31,SCRATCH
BMW,M5,4.4,Petrol,1996,183475,7458.450000000000000000,28,SCRATCH
VW,Golf,2.0,Petrol,1991,193710,1390.800000000000000000,33,SCRATCH
VW,Polo,1.2,Petrol,1986,294369,258.400000000000000000,38,SCRATCH
Toyota,Prius,1.4,Hybrid,2012,93979,15616.10000000000000,12,SCRATCH
Ford,Mondeo,2.0,Diesel,1986,301347,458.850000000000000000,38,SCRATCH
Toyota,Yaris,1.4,Petrol,2001,122935,3872.200000000000000000,23,SCRATCH
VW,Golf,1.2,Petrol,1989,121692,1710.950000000000000000,35,SCRATCH
VW,Passat,2.0,Diesel,1995,194875,2353.150000000000000000,29,SCRATCH
Ford,Fiesta,1.2,Petrol,2007,89054,5940.350000000000000000,17,SCRATCH
Ford,Fiesta,1.4,Petrol,2008,25238,9763.2000000000000,16,DENT
BMW,M5,4.4,Petrol,1989,129419,6924.60000000000000000,35,DENT
VW,Golf,1.8,Petrol,2002,220298,2055.60000000000000000,22,DENT
Porsche,911,3.5,Petrol,2002,210972,8737.20000000000000000,22,DENT
Ford,Fiesta,1.2,Diesel,2020,18077,24419.000000000000,4,PERFECT
VW,Passat,1.4,Petrol,2019,23612,34598.000000000000,5,PERFECT
Ford,Fiesta,1.4,Petrol,2011,91093,7821.90000000000000000,13,DENT
VW,Golf,1.8,Diesel,1998,228512,1535.40000000000000000,26,DENT
Ford,Fiesta,1.0,Petrol,1998,101656,2574.00000000000000000,26,DENT
Ford,Mondeo,1.8,Diesel,1997,203808,2114.10000000000000000,27,DENT
Toyota,Prius,1.4,Hybrid,2003,161999,4774.50000000000000000,21,DENT
VW,Polo,2.0,Petrol,2012,7746,17189.1000000000000,12,DENT
VW,Passat,1.4,Petrol,1993,226687,1040.80000000000000000,31,CRASH
VW,Golf,1.6,Diesel,2006,94297,6656.80000000000000000,18,CRASH
Ford,Focus,2.0,Petrol,1992,231833,1060.80000000000000000,32,CRASH
Ford,Fiesta,1.2,Petrol,2009,72473,6410.40000000000000000,15,CRASH
VW,Passat,1.6,Diesel,2008,77823,10643.2000000000000,16,CRASH
Ford,Mondeo,2.0,Diesel,2002,50641,9020.8000000000000,22,CRASH
Ford,Mondeo,2.0,Diesel,2006,50192,11811.2000000000000,18,CRASH
Ford,Fiesta,1.4,Petrol,2020,13517,25745.000000000000,4,PERFECT
Ford,Focus,1.4,Petrol,2020,31287,33821.000000000000,4,PERFECT
Porsche,911,3.5,Petrol,2020,20870,133521.000000000000,4,PERFECT
Toyota,RAV4,2.0,Hybrid,2019,24413,57580.000000000000,5,PERFECT
BMW,M5,4.4,Petrol,2020,14433,131058.000000000000,4,PERFECT
BMW,M5,5.0,Petrol,2019,25716,122834.000000000000,5,PERFECT
Toyota,RAV4,1.8,Hybrid,2021,15649,65498.000000000000,3,PERFECT
Ford,Mondeo,1.8,Diesel,2019,19060,39983.000000000000,5,PERFECT
VW,Golf,1.4,Petrol,2020,17490,30693.000000000000,4,PERFECT
Ford,Focus,2.0,Petrol,2021,10788,48390.000000000000,3,PERFECT
BMW,Z4,3.0,Petrol,2020,15098,59803.000000000000,4,PERFECT
VW,Golf,1.8,Diesel,2021,17793,38998.000000000000,3,PERFECT
Ford,Focus,1.4,Petrol,2020,8116,38409.000000000000,4,PERFECT
VW,Golf,1.8,Diesel,2019,21457,33450.000000000000,5,PERFECT
Ford,Focus,1.4,Petrol,2020,20157,36011.000000000000,4,PERFECT
Toyota,Yaris,1.0,Hybrid,2019,26579,26323.000000000000,5,PERFECT
Ford,Focus,2.0,Petrol,2021,14537,47436.000000000000,3,PERFECT
Ford,Focus,2.0,Petrol,2021,5467,49749.000000000000,3,PERFECT
VW,Golf,1.8,Petrol,2020,18057,34695.000000000000,4,PERFECT
VW,Passat,1.6,Diesel,2021,11270,47454.000000000000,3,PERFECT
Toyota,Prius,1.0,Hybrid,2020,21699,37593.000000000000,4,PERFECT
Ford,Mondeo,1.6,Diesel,2019,28752,35707.000000000000,5,PERFECT
Toyota,Yaris,1.2,Petrol,2021,12891,29600.000000000000,3,PERFECT
Ford,Focus,2.0,Petrol,2019,18116,40719.000000000000,5,PERFECT
VW,Polo,1.2,Petrol,2021,12598,26278.000000000000,3,PERFECT
Ford,Mondeo,1.4,Diesel,2019,23798,34350.000000000000,5,PERFECT
Ford,Mondeo,1.4,Diesel,2021,6681,43035.000000000000,3,PERFECT
VW,Golf,1.8,Petrol,2021,11360,38445.000000000000,3,PERFECT
Ford,Focus,1.0,Petrol,2020,9649,32202.000000000000,4,PERFECT
BMW,M5,4.0,Petrol,2020,21058,120534.000000000000,4,PERFECT
BMW,Z4,3.0,Petrol,2020,15618,59636.000000000000,4,PERFECT
VW,Polo,2.0,Petrol,2019,10856,29965.000000000000,5,PERFECT
Porsche,718 Cayman,4.0,Petrol,2021,17044,88331.000000000000,3,PERFECT
Toyota,Prius,1.0,Hybrid,2021,18851,40819.000000000000,3,PERFECT
Toyota,Yaris,1.2,Petrol,2019,13768,25785.000000000000,5,PERFECT
Ford,Mondeo,1.8,Diesel,2021,24182,44409.000000000000,3,PERFECT
Ford,Focus,1.6,Petrol,2019,27158,34633.000000000000,5,PERFECT
Toyota,Prius,1.4,Hybrid,2020,17883,45423.000000000000,4,PERFECT
BMW,M5,4.0,Petrol,2019,29277,107665.000000000000,5,PERFECT
Porsche,911,3.5,Petrol,2020,11397,140532.000000000000,4,PERFECT
Toyota,Yaris,1.4,Petrol,2021,10892,32312.000000000000,3,PERFECT
Toyota,RAV4,2.2,Hybrid,2019,23968,60541.000000000000,5,PERFECT
Ford,Mondeo,2.0,Diesel,2020,15704,45881.000000000000,4,PERFECT
VW,Golf,1.6,Petrol,2009,78923,10245.75000000000000,15,SCRATCH
Toyota,Prius,1.0,Hybrid,2018,48010,26788.10000000000000,6,SCRATCH
Toyota,RAV4,2.0,Hybrid,2006,78772,16365.65000000000000,18,SCRATCH
Ford,Focus,1.0,Petrol,2006,133622,5261.100000000000000000,18,SCRATCH
Ford,Mondeo,1.8,Diesel,1998,203586,2390.200000000000000000,26,SCRATCH
Toyota,Yaris,1.2,Petrol,2016,54395,15818.45000000000000,8,SCRATCH
Ford,Mondeo,2.0,Diesel,2014,52369,23584.70000000000000,10,SCRATCH
Ford,Fiesta,1.0,Petrol,2015,51060,11913.95000000000000,9,SCRATCH
VW,Passat,1.4,Diesel,2007,88464,10269.50000000000000,17,SCRATCH
Toyota,Prius,1.4,Hybrid,1998,118214,5129.050000000000000000,26,SCRATCH
Ford,Mondeo,1.8,Diesel,2016,50842,25811.50000000000000,8,SCRATCH
Ford,Mondeo,1.8,Petrol,2008,95401,10678.00000000000000,16,SCRATCH
Toyota,Prius,1.8,Hybrid,2010,112787,13490.00000000000000,14,SCRATCH
Toyota,RAV4,2.2,Petrol,2014,63014,27097.80000000000000,10,SCRATCH
VW,Passat,1.6,Diesel,1993,258679,1033.600000000000000000,31,SCRATCH
Toyota,RAV4,2.0,Hybrid,2009,81919,19559.55000000000000,15,SCRATCH
VW,Passat,1.4,Diesel,2017,19171,29325.6000000000000,7,DENT
Toyota,Yaris,1.0,Petrol,2022,6431,29879.000000000000,2,PERFECT
Toyota,RAV4,2.2,Petrol,2022,5327,68103.000000000000,2,PERFECT
